app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674000125071, ref_stop_time: 2119674001144111, actual_exe_time: 1019040, task_app_start_time:2119673985947909, task_sched_time:2119674000119971
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674006241922, ref_stop_time: 2119674006349202, actual_exe_time: 107280, task_app_start_time:2119673985947909, task_sched_time:2119674006232742
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2119674010135893, ref_stop_time: 2119674010160463, actual_exe_time: 24570, task_app_start_time:2119673985947909, task_sched_time:2119674010128903
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2119674013133943, ref_stop_time: 2119674013233453, actual_exe_time: 99510, task_app_start_time:2119673985947909, task_sched_time:2119674013128813
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 4, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2119674018384034, ref_stop_time: 2119674018450334, actual_exe_time: 66300, task_app_start_time:2119673985947909, task_sched_time:2119674018243244
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 5, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674022253525, ref_stop_time: 2119674022284815, actual_exe_time: 31290, task_app_start_time:2119673985947909, task_sched_time:2119674022242875
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 6, task_name: DASH_ZIP, resource_name: cpu2, ref_start_time: 2119674026622005, ref_stop_time: 2119674026646755, actual_exe_time: 24750, task_app_start_time:2119673985947909, task_sched_time:2119674026617865
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 7, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674028165236, ref_stop_time: 2119674028290726, actual_exe_time: 125490, task_app_start_time:2119673985947909, task_sched_time:2119674028127286
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 8, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2119674032691066, ref_stop_time: 2119674032730456, actual_exe_time: 39390, task_app_start_time:2119673985947909, task_sched_time:2119674032684826
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 9, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2119674038154157, ref_stop_time: 2119674038186767, actual_exe_time: 32610, task_app_start_time:2119673985947909, task_sched_time:2119674038147617
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 10, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674038844997, ref_stop_time: 2119674038929297, actual_exe_time: 84300, task_app_start_time:2119673985947909, task_sched_time:2119674038841367
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 11, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674042416078, ref_stop_time: 2119674042447398, actual_exe_time: 31320, task_app_start_time:2119673985947909, task_sched_time:2119674042402248
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 12, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674046548069, ref_stop_time: 2119674046578249, actual_exe_time: 30180, task_app_start_time:2119673985947909, task_sched_time:2119674046490139
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 13, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674050338179, ref_stop_time: 2119674050369769, actual_exe_time: 31590, task_app_start_time:2119673985947909, task_sched_time:2119674050328819
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 14, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674054628420, ref_stop_time: 2119674054671890, actual_exe_time: 43470, task_app_start_time:2119673985947909, task_sched_time:2119674054617200
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 15, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674058169920, ref_stop_time: 2119674058202740, actual_exe_time: 32820, task_app_start_time:2119673985947909, task_sched_time:2119674058159060
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 16, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674062599691, ref_stop_time: 2119674062633681, actual_exe_time: 33990, task_app_start_time:2119673985947909, task_sched_time:2119674062590991
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 17, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674066114582, ref_stop_time: 2119674066148152, actual_exe_time: 33570, task_app_start_time:2119673985947909, task_sched_time:2119674063170861
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 18, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674070242372, ref_stop_time: 2119674070285842, actual_exe_time: 43470, task_app_start_time:2119673985947909, task_sched_time:2119674070235892
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 19, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674073143523, ref_stop_time: 2119674073175983, actual_exe_time: 32460, task_app_start_time:2119673985947909, task_sched_time:2119674073137373
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 20, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674074486233, ref_stop_time: 2119674074514043, actual_exe_time: 27810, task_app_start_time:2119673985947909, task_sched_time:2119674074482093
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 21, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674076901023, ref_stop_time: 2119674076930603, actual_exe_time: 29580, task_app_start_time:2119673985947909, task_sched_time:2119674074991763
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 22, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674082609754, ref_stop_time: 2119674082655564, actual_exe_time: 45810, task_app_start_time:2119673985947909, task_sched_time:2119674082600334
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 23, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674086294835, ref_stop_time: 2119674086327115, actual_exe_time: 32280, task_app_start_time:2119673985947909, task_sched_time:2119674086288145
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 24, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674088002675, ref_stop_time: 2119674088028265, actual_exe_time: 25590, task_app_start_time:2119673985947909, task_sched_time:2119674087982965
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 25, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674089005515, ref_stop_time: 2119674089030805, actual_exe_time: 25290, task_app_start_time:2119673985947909, task_sched_time:2119674088995765
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 26, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674094375306, ref_stop_time: 2119674094424266, actual_exe_time: 48960, task_app_start_time:2119673985947909, task_sched_time:2119674094368286
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 27, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674098204957, ref_stop_time: 2119674098236607, actual_exe_time: 31650, task_app_start_time:2119673985947909, task_sched_time:2119674098191847
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 28, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2119674103421388, ref_stop_time: 2119674103450338, actual_exe_time: 28950, task_app_start_time:2119673985947909, task_sched_time:2119674103412688
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 29, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2119674106648758, ref_stop_time: 2119674106679478, actual_exe_time: 30720, task_app_start_time:2119673985947909, task_sched_time:2119674106638048
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 30, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2119674108661609, ref_stop_time: 2119674108703969, actual_exe_time: 42360, task_app_start_time:2119673985947909, task_sched_time:2119674108652579
app_id: 0, app_name: pulse_doppler_api-aarch64, task_id: 31, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2119674109248349, ref_stop_time: 2119674109278619, actual_exe_time: 30270, task_app_start_time:2119673985947909, task_sched_time:2119674109243789
