app_id: 0, app_name: TX_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2118879037158976, ref_stop_time: 2118879037365106, actual_exe_time: 206130, task_app_start_time:2118879029946165, task_sched_time:2118879037144606
app_id: 0, app_name: TX_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2118879041078356, ref_stop_time: 2118879041196736, actual_exe_time: 118380, task_app_start_time:2118879029946165, task_sched_time:2118879041071876
app_id: 0, app_name: TX_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2118879044002337, ref_stop_time: 2118879044103257, actual_exe_time: 100920, task_app_start_time:2118879029946165, task_sched_time:2118879043997327
app_id: 0, app_name: TX_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2118879047485337, ref_stop_time: 2118879047580557, actual_exe_time: 95220, task_app_start_time:2118879029946165, task_sched_time:2118879047469407
app_id: 0, app_name: TX_api-aarch64, task_id: 4, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2118879048784938, ref_stop_time: 2118879048836598, actual_exe_time: 51660, task_app_start_time:2118879029946165, task_sched_time:2118879048777318
app_id: 0, app_name: TX_api-aarch64, task_id: 5, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2118879049950708, ref_stop_time: 2118879049980018, actual_exe_time: 29310, task_app_start_time:2118879029946165, task_sched_time:2118879049942908
app_id: 0, app_name: TX_api-aarch64, task_id: 6, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2118879050822598, ref_stop_time: 2118879050851458, actual_exe_time: 28860, task_app_start_time:2118879029946165, task_sched_time:2118879050818728
app_id: 0, app_name: TX_api-aarch64, task_id: 7, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2118879053029878, ref_stop_time: 2118879053056848, actual_exe_time: 26970, task_app_start_time:2118879029946165, task_sched_time:2118879051561318
app_id: 0, app_name: TX_api-aarch64, task_id: 8, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2118879053894988, ref_stop_time: 2118879053932158, actual_exe_time: 37170, task_app_start_time:2118879029946165, task_sched_time:2118879053884818
app_id: 0, app_name: TX_api-aarch64, task_id: 9, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2118879054634369, ref_stop_time: 2118879054673279, actual_exe_time: 38910, task_app_start_time:2118879029946165, task_sched_time:2118879054625639
app_id: 0, app_name: TX_api-aarch64, task_id: 10, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2118879085699044, ref_stop_time: 2118879085733334, actual_exe_time: 34290, task_app_start_time:2118879029946165, task_sched_time:2118879085690644
app_id: 0, app_name: TX_api-aarch64, task_id: 11, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2118879089589084, ref_stop_time: 2118879089618604, actual_exe_time: 29520, task_app_start_time:2118879029946165, task_sched_time:2118879089580984
