app_id: 0, app_name: SAR_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050334979948, ref_stop_time: 2117050335212538, actual_exe_time: 232590, task_app_start_time:2117049572799375, task_sched_time:2117050334966598
app_id: 0, app_name: SAR_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050339402039, ref_stop_time: 2117050339574749, actual_exe_time: 172710, task_app_start_time:2117049572799375, task_sched_time:2117050339391089
app_id: 0, app_name: SAR_api-aarch64, task_id: 2, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050342974739, ref_stop_time: 2117050343069779, actual_exe_time: 95040, task_app_start_time:2117049572799375, task_sched_time:2117050342968559
app_id: 0, app_name: SAR_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050347384200, ref_stop_time: 2117050347563240, actual_exe_time: 179040, task_app_start_time:2117049572799375, task_sched_time:2117050347374660
app_id: 0, app_name: SAR_api-aarch64, task_id: 4, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050349662670, ref_stop_time: 2117050349759660, actual_exe_time: 96990, task_app_start_time:2117049572799375, task_sched_time:2117050349659130
app_id: 0, app_name: SAR_api-aarch64, task_id: 5, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050350385971, ref_stop_time: 2117050350540861, actual_exe_time: 154890, task_app_start_time:2117049572799375, task_sched_time:2117050350376221
app_id: 0, app_name: SAR_api-aarch64, task_id: 6, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050351186071, ref_stop_time: 2117050351300491, actual_exe_time: 114420, task_app_start_time:2117049572799375, task_sched_time:2117050351180851
app_id: 0, app_name: SAR_api-aarch64, task_id: 7, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050354050711, ref_stop_time: 2117050354156611, actual_exe_time: 105900, task_app_start_time:2117049572799375, task_sched_time:2117050352129871
app_id: 0, app_name: SAR_api-aarch64, task_id: 8, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050359059692, ref_stop_time: 2117050359143992, actual_exe_time: 84300, task_app_start_time:2117049572799375, task_sched_time:2117050359050602
app_id: 0, app_name: SAR_api-aarch64, task_id: 9, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050363182683, ref_stop_time: 2117050363308503, actual_exe_time: 125820, task_app_start_time:2117049572799375, task_sched_time:2117050363168853
app_id: 0, app_name: SAR_api-aarch64, task_id: 10, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050364764823, ref_stop_time: 2117050364844173, actual_exe_time: 79350, task_app_start_time:2117049572799375, task_sched_time:2117050364759243
app_id: 0, app_name: SAR_api-aarch64, task_id: 11, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050365727163, ref_stop_time: 2117050365848843, actual_exe_time: 121680, task_app_start_time:2117049572799375, task_sched_time:2117050365722813
app_id: 0, app_name: SAR_api-aarch64, task_id: 12, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050370827914, ref_stop_time: 2117050370941494, actual_exe_time: 113580, task_app_start_time:2117049572799375, task_sched_time:2117050370816754
app_id: 0, app_name: SAR_api-aarch64, task_id: 13, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050371502434, ref_stop_time: 2117050371591954, actual_exe_time: 89520, task_app_start_time:2117049572799375, task_sched_time:2117050371495144
app_id: 0, app_name: SAR_api-aarch64, task_id: 14, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050374777504, ref_stop_time: 2117050374861834, actual_exe_time: 84330, task_app_start_time:2117049572799375, task_sched_time:2117050374773724
app_id: 0, app_name: SAR_api-aarch64, task_id: 15, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050375327675, ref_stop_time: 2117050375450915, actual_exe_time: 123240, task_app_start_time:2117049572799375, task_sched_time:2117050375313995
app_id: 0, app_name: SAR_api-aarch64, task_id: 16, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050378771585, ref_stop_time: 2117050378847755, actual_exe_time: 76170, task_app_start_time:2117049572799375, task_sched_time:2117050375887295
app_id: 0, app_name: SAR_api-aarch64, task_id: 17, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050379146555, ref_stop_time: 2117050379265535, actual_exe_time: 118980, task_app_start_time:2117049572799375, task_sched_time:2117050379047945
app_id: 0, app_name: SAR_api-aarch64, task_id: 18, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050380194815, ref_stop_time: 2117050380299305, actual_exe_time: 104490, task_app_start_time:2117049572799375, task_sched_time:2117050380191635
app_id: 0, app_name: SAR_api-aarch64, task_id: 19, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050382248166, ref_stop_time: 2117050382352236, actual_exe_time: 104070, task_app_start_time:2117049572799375, task_sched_time:2117050382238026
app_id: 0, app_name: SAR_api-aarch64, task_id: 20, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050386802016, ref_stop_time: 2117050386884636, actual_exe_time: 82620, task_app_start_time:2117049572799375, task_sched_time:2117050385619656
app_id: 0, app_name: SAR_api-aarch64, task_id: 21, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050387546587, ref_stop_time: 2117050387670187, actual_exe_time: 123600, task_app_start_time:2117049572799375, task_sched_time:2117050387541817
app_id: 0, app_name: SAR_api-aarch64, task_id: 22, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050388224677, ref_stop_time: 2117050388294547, actual_exe_time: 69870, task_app_start_time:2117049572799375, task_sched_time:2117050388217657
app_id: 0, app_name: SAR_api-aarch64, task_id: 23, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050390798227, ref_stop_time: 2117050390918617, actual_exe_time: 120390, task_app_start_time:2117049572799375, task_sched_time:2117050388967687
app_id: 0, app_name: SAR_api-aarch64, task_id: 24, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050391537937, ref_stop_time: 2117050391642367, actual_exe_time: 104430, task_app_start_time:2117049572799375, task_sched_time:2117050391526387
app_id: 0, app_name: SAR_api-aarch64, task_id: 25, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050392067527, ref_stop_time: 2117050392154197, actual_exe_time: 86670, task_app_start_time:2117049572799375, task_sched_time:2117050392063537
app_id: 0, app_name: SAR_api-aarch64, task_id: 26, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050394771518, ref_stop_time: 2117050394849428, actual_exe_time: 77910, task_app_start_time:2117049572799375, task_sched_time:2117050392669507
app_id: 0, app_name: SAR_api-aarch64, task_id: 27, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050395446728, ref_stop_time: 2117050395561688, actual_exe_time: 114960, task_app_start_time:2117049572799375, task_sched_time:2117050395437968
app_id: 0, app_name: SAR_api-aarch64, task_id: 28, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050395991588, ref_stop_time: 2117050396061578, actual_exe_time: 69990, task_app_start_time:2117049572799375, task_sched_time:2117050395987538
app_id: 0, app_name: SAR_api-aarch64, task_id: 29, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050396726558, ref_stop_time: 2117050396846888, actual_exe_time: 120330, task_app_start_time:2117049572799375, task_sched_time:2117050396629928
app_id: 0, app_name: SAR_api-aarch64, task_id: 30, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050403117459, ref_stop_time: 2117050403251739, actual_exe_time: 134280, task_app_start_time:2117049572799375, task_sched_time:2117050403110049
app_id: 0, app_name: SAR_api-aarch64, task_id: 31, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050404081239, ref_stop_time: 2117050404174869, actual_exe_time: 93630, task_app_start_time:2117049572799375, task_sched_time:2117050404076709
app_id: 0, app_name: SAR_api-aarch64, task_id: 32, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050404839279, ref_stop_time: 2117050404915149, actual_exe_time: 75870, task_app_start_time:2117049572799375, task_sched_time:2117050404832379
app_id: 0, app_name: SAR_api-aarch64, task_id: 33, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050405458539, ref_stop_time: 2117050405572749, actual_exe_time: 114210, task_app_start_time:2117049572799375, task_sched_time:2117050405445579
app_id: 0, app_name: SAR_api-aarch64, task_id: 34, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050411079760, ref_stop_time: 2117050411187310, actual_exe_time: 107550, task_app_start_time:2117049572799375, task_sched_time:2117050411046310
app_id: 0, app_name: SAR_api-aarch64, task_id: 35, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050411843170, ref_stop_time: 2117050411963350, actual_exe_time: 120180, task_app_start_time:2117049572799375, task_sched_time:2117050411834380
app_id: 0, app_name: SAR_api-aarch64, task_id: 36, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050412994781, ref_stop_time: 2117050413098041, actual_exe_time: 103260, task_app_start_time:2117049572799375, task_sched_time:2117050412982721
app_id: 0, app_name: SAR_api-aarch64, task_id: 37, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050413657091, ref_stop_time: 2117050413744061, actual_exe_time: 86970, task_app_start_time:2117049572799375, task_sched_time:2117050413648331
app_id: 0, app_name: SAR_api-aarch64, task_id: 38, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050416448501, ref_stop_time: 2117050416525091, actual_exe_time: 76590, task_app_start_time:2117049572799375, task_sched_time:2117050416440521
app_id: 0, app_name: SAR_api-aarch64, task_id: 39, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050417125301, ref_stop_time: 2117050417239661, actual_exe_time: 114360, task_app_start_time:2117049572799375, task_sched_time:2117050417114711
app_id: 0, app_name: SAR_api-aarch64, task_id: 40, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050422814292, ref_stop_time: 2117050422894032, actual_exe_time: 79740, task_app_start_time:2117049572799375, task_sched_time:2117050422808892
app_id: 0, app_name: SAR_api-aarch64, task_id: 41, task_name: DASH_ZIP, resource_name: zip1, ref_start_time: 2117050423893782, ref_stop_time: 2117050424015492, actual_exe_time: 121710, task_app_start_time:2117049572799375, task_sched_time:2117050423890482
app_id: 0, app_name: SAR_api-aarch64, task_id: 42, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2117050424508692, ref_stop_time: 2117050424613872, actual_exe_time: 105180, task_app_start_time:2117049572799375, task_sched_time:2117050424504012
app_id: 0, app_name: SAR_api-aarch64, task_id: 43, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2117050430973694, ref_stop_time: 2117050431077044, actual_exe_time: 103350, task_app_start_time:2117049572799375, task_sched_time:2117050430963614
app_id: 0, app_name: SAR_api-aarch64, task_id: 44, task_name: DASH_ZIP, resource_name: cpu3, ref_start_time: 2117050431920824, ref_stop_time: 2117050431995134, actual_exe_time: 74310, task_app_start_time:2117049572799375, task_sched_time:2117050431914704
app_id: 0, app_name: SAR_api-aarch64, task_id: 45, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2117050432751854, ref_stop_time: 2117050432871944, actual_exe_time: 120090, task_app_start_time:2117049572799375, task_sched_time:2117050432689664
app_id: 0, app_name: SAR_api-aarch64, task_id: 46, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2117050433219644, ref_stop_time: 2117050433581654, actual_exe_time: 362010, task_app_start_time:2117049572799375, task_sched_time:2117050433212684
