app_id: 0, app_name: TX_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935679389726, ref_stop_time: 2124935679640406, actual_exe_time: 250680, task_app_start_time:2124935676924206, task_sched_time:2124935679376046
app_id: 0, app_name: TX_api-aarch64, task_id: 11, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935756548719, ref_stop_time: 2124935756586399, actual_exe_time: 37680, task_app_start_time:2124935676924206, task_sched_time:2124935756538819
app_id: 0, app_name: TX_api-aarch64, task_id: 12, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935760714729, ref_stop_time: 2124935760745029, actual_exe_time: 30300, task_app_start_time:2124935676924206, task_sched_time:2124935760448509
app_id: 0, app_name: TX_api-aarch64, task_id: 13, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935764787830, ref_stop_time: 2124935764831090, actual_exe_time: 43260, task_app_start_time:2124935676924206, task_sched_time:2124935764780870
app_id: 0, app_name: TX_api-aarch64, task_id: 14, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935768979791, ref_stop_time: 2124935769028181, actual_exe_time: 48390, task_app_start_time:2124935676924206, task_sched_time:2124935768971871
app_id: 0, app_name: TX_api-aarch64, task_id: 15, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935772611081, ref_stop_time: 2124935772642071, actual_exe_time: 30990, task_app_start_time:2124935676924206, task_sched_time:2124935772598181
app_id: 0, app_name: TX_api-aarch64, task_id: 16, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935776450692, ref_stop_time: 2124935776480662, actual_exe_time: 29970, task_app_start_time:2124935676924206, task_sched_time:2124935776441032
app_id: 0, app_name: TX_api-aarch64, task_id: 17, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935779548912, ref_stop_time: 2124935779575822, actual_exe_time: 26910, task_app_start_time:2124935676924206, task_sched_time:2124935779538442
app_id: 0, app_name: TX_api-aarch64, task_id: 18, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935780724553, ref_stop_time: 2124935780764363, actual_exe_time: 39810, task_app_start_time:2124935676924206, task_sched_time:2124935780711623
app_id: 0, app_name: TX_api-aarch64, task_id: 19, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935784603073, ref_stop_time: 2124935784647773, actual_exe_time: 44700, task_app_start_time:2124935676924206, task_sched_time:2124935784596353
app_id: 0, app_name: TX_api-aarch64, task_id: 20, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935809342097, ref_stop_time: 2124935809374017, actual_exe_time: 31920, task_app_start_time:2124935676924206, task_sched_time:2124935809331237
app_id: 0, app_name: TX_api-aarch64, task_id: 21, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935810533007, ref_stop_time: 2124935810561897, actual_exe_time: 28890, task_app_start_time:2124935676924206, task_sched_time:2124935810529317
app_id: 0, app_name: TX_api-aarch64, task_id: 22, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935816962849, ref_stop_time: 2124935816994319, actual_exe_time: 31470, task_app_start_time:2124935676924206, task_sched_time:2124935816866308
app_id: 0, app_name: TX_api-aarch64, task_id: 23, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935820462079, ref_stop_time: 2124935820508609, actual_exe_time: 46530, task_app_start_time:2124935676924206, task_sched_time:2124935820457099
app_id: 0, app_name: TX_api-aarch64, task_id: 24, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935824658720, ref_stop_time: 2124935824701800, actual_exe_time: 43080, task_app_start_time:2124935676924206, task_sched_time:2124935824649390
app_id: 0, app_name: TX_api-aarch64, task_id: 25, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935826243260, ref_stop_time: 2124935826273650, actual_exe_time: 30390, task_app_start_time:2124935676924206, task_sched_time:2124935826233540
app_id: 0, app_name: TX_api-aarch64, task_id: 26, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935832573531, ref_stop_time: 2124935832609921, actual_exe_time: 36390, task_app_start_time:2124935676924206, task_sched_time:2124935832562851
app_id: 0, app_name: TX_api-aarch64, task_id: 27, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935836744462, ref_stop_time: 2124935836774432, actual_exe_time: 29970, task_app_start_time:2124935676924206, task_sched_time:2124935836735672
app_id: 0, app_name: TX_api-aarch64, task_id: 28, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935840581342, ref_stop_time: 2124935840629012, actual_exe_time: 47670, task_app_start_time:2124935676924206, task_sched_time:2124935840570002
app_id: 0, app_name: TX_api-aarch64, task_id: 29, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935841381262, ref_stop_time: 2124935841419692, actual_exe_time: 38430, task_app_start_time:2124935676924206, task_sched_time:2124935841374152
app_id: 0, app_name: TX_api-aarch64, task_id: 30, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935862635096, ref_stop_time: 2124935862667616, actual_exe_time: 32520, task_app_start_time:2124935676924206, task_sched_time:2124935862629246
app_id: 0, app_name: TX_api-aarch64, task_id: 31, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935863445216, ref_stop_time: 2124935863473536, actual_exe_time: 28320, task_app_start_time:2124935676924206, task_sched_time:2124935863440746
app_id: 0, app_name: TX_api-aarch64, task_id: 32, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935864444126, ref_stop_time: 2124935864471036, actual_exe_time: 26910, task_app_start_time:2124935676924206, task_sched_time:2124935864161586
app_id: 0, app_name: TX_api-aarch64, task_id: 33, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935868524877, ref_stop_time: 2124935868567387, actual_exe_time: 42510, task_app_start_time:2124935676924206, task_sched_time:2124935868491967
app_id: 0, app_name: TX_api-aarch64, task_id: 34, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935872240677, ref_stop_time: 2124935872283427, actual_exe_time: 42750, task_app_start_time:2124935676924206, task_sched_time:2124935872236267
app_id: 0, app_name: TX_api-aarch64, task_id: 35, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935876919448, ref_stop_time: 2124935876954608, actual_exe_time: 35160, task_app_start_time:2124935676924206, task_sched_time:2124935876914408
app_id: 0, app_name: TX_api-aarch64, task_id: 36, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935877952738, ref_stop_time: 2124935877982978, actual_exe_time: 30240, task_app_start_time:2124935676924206, task_sched_time:2124935877948868
app_id: 0, app_name: TX_api-aarch64, task_id: 37, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935880433679, ref_stop_time: 2124935880463229, actual_exe_time: 29550, task_app_start_time:2124935676924206, task_sched_time:2124935878702438
app_id: 0, app_name: TX_api-aarch64, task_id: 38, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935884817129, ref_stop_time: 2124935884859429, actual_exe_time: 42300, task_app_start_time:2124935676924206, task_sched_time:2124935884807349
app_id: 0, app_name: TX_api-aarch64, task_id: 39, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935887839840, ref_stop_time: 2124935887881750, actual_exe_time: 41910, task_app_start_time:2124935676924206, task_sched_time:2124935887834230
app_id: 0, app_name: TX_api-aarch64, task_id: 40, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935909880663, ref_stop_time: 2124935909915793, actual_exe_time: 35130, task_app_start_time:2124935676924206, task_sched_time:2124935909868213
app_id: 0, app_name: TX_api-aarch64, task_id: 41, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935910698404, ref_stop_time: 2124935910729094, actual_exe_time: 30690, task_app_start_time:2124935676924206, task_sched_time:2124935910694534
app_id: 0, app_name: TX_api-aarch64, task_id: 42, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935912430364, ref_stop_time: 2124935912457814, actual_exe_time: 27450, task_app_start_time:2124935676924206, task_sched_time:2124935911437874
app_id: 0, app_name: TX_api-aarch64, task_id: 43, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935916734675, ref_stop_time: 2124935916776765, actual_exe_time: 42090, task_app_start_time:2124935676924206, task_sched_time:2124935916728945
app_id: 0, app_name: TX_api-aarch64, task_id: 44, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935919664295, ref_stop_time: 2124935919705665, actual_exe_time: 41370, task_app_start_time:2124935676924206, task_sched_time:2124935919654335
app_id: 0, app_name: TX_api-aarch64, task_id: 45, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935924533956, ref_stop_time: 2124935924571996, actual_exe_time: 38040, task_app_start_time:2124935676924206, task_sched_time:2124935924518236
app_id: 0, app_name: TX_api-aarch64, task_id: 46, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935928524646, ref_stop_time: 2124935928558756, actual_exe_time: 34110, task_app_start_time:2124935676924206, task_sched_time:2124935928466686
app_id: 0, app_name: TX_api-aarch64, task_id: 47, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935934772597, ref_stop_time: 2124935934803707, actual_exe_time: 31110, task_app_start_time:2124935676924206, task_sched_time:2124935934764227
app_id: 0, app_name: TX_api-aarch64, task_id: 48, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935938783628, ref_stop_time: 2124935938832498, actual_exe_time: 48870, task_app_start_time:2124935676924206, task_sched_time:2124935938773038
app_id: 0, app_name: TX_api-aarch64, task_id: 49, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935939814068, ref_stop_time: 2124935939857748, actual_exe_time: 43680, task_app_start_time:2124935676924206, task_sched_time:2124935939807888
app_id: 0, app_name: TX_api-aarch64, task_id: 50, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935965758672, ref_stop_time: 2124935965793682, actual_exe_time: 35010, task_app_start_time:2124935676924206, task_sched_time:2124935965741992
app_id: 0, app_name: TX_api-aarch64, task_id: 51, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935969729893, ref_stop_time: 2124935970141433, actual_exe_time: 411540, task_app_start_time:2124935676924206, task_sched_time:2124935969661673
app_id: 0, app_name: TX_api-aarch64, task_id: 52, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935972495894, ref_stop_time: 2124935972529764, actual_exe_time: 33870, task_app_start_time:2124935676924206, task_sched_time:2124935970456013
app_id: 0, app_name: TX_api-aarch64, task_id: 53, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935976606704, ref_stop_time: 2124935976648434, actual_exe_time: 41730, task_app_start_time:2124935676924206, task_sched_time:2124935976600584
app_id: 0, app_name: TX_api-aarch64, task_id: 54, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124935981099595, ref_stop_time: 2124935981146185, actual_exe_time: 46590, task_app_start_time:2124935676924206, task_sched_time:2124935981037015
app_id: 0, app_name: TX_api-aarch64, task_id: 55, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124935988923056, ref_stop_time: 2124935988953596, actual_exe_time: 30540, task_app_start_time:2124935676924206, task_sched_time:2124935988905116
app_id: 0, app_name: TX_api-aarch64, task_id: 56, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124935992575977, ref_stop_time: 2124935992607867, actual_exe_time: 31890, task_app_start_time:2124935676924206, task_sched_time:2124935992525307
app_id: 0, app_name: TX_api-aarch64, task_id: 57, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124935995575827, ref_stop_time: 2124935995604147, actual_exe_time: 28320, task_app_start_time:2124935676924206, task_sched_time:2124935995571627
app_id: 0, app_name: TX_api-aarch64, task_id: 58, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124935999259168, ref_stop_time: 2124935999303898, actual_exe_time: 44730, task_app_start_time:2124935676924206, task_sched_time:2124935999242008
app_id: 0, app_name: TX_api-aarch64, task_id: 59, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936000288258, ref_stop_time: 2124936000332028, actual_exe_time: 43770, task_app_start_time:2124935676924206, task_sched_time:2124936000280758
app_id: 0, app_name: TX_api-aarch64, task_id: 60, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936036519024, ref_stop_time: 2124936036558984, actual_exe_time: 39960, task_app_start_time:2124935676924206, task_sched_time:2124936036504114
app_id: 0, app_name: TX_api-aarch64, task_id: 61, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936039192504, ref_stop_time: 2124936039225084, actual_exe_time: 32580, task_app_start_time:2124935676924206, task_sched_time:2124936039138444
app_id: 0, app_name: TX_api-aarch64, task_id: 62, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936042937765, ref_stop_time: 2124936042971005, actual_exe_time: 33240, task_app_start_time:2124935676924206, task_sched_time:2124936042928225
app_id: 0, app_name: TX_api-aarch64, task_id: 63, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936048495206, ref_stop_time: 2124936048546326, actual_exe_time: 51120, task_app_start_time:2124935676924206, task_sched_time:2124936048486626
app_id: 0, app_name: TX_api-aarch64, task_id: 64, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936049313396, ref_stop_time: 2124936049353656, actual_exe_time: 40260, task_app_start_time:2124935676924206, task_sched_time:2124936049218026
app_id: 0, app_name: TX_api-aarch64, task_id: 65, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936053897517, ref_stop_time: 2124936053932167, actual_exe_time: 34650, task_app_start_time:2124935676924206, task_sched_time:2124936053887077
app_id: 0, app_name: TX_api-aarch64, task_id: 66, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936056856027, ref_stop_time: 2124936056891607, actual_exe_time: 35580, task_app_start_time:2124935676924206, task_sched_time:2124936056844507
app_id: 0, app_name: TX_api-aarch64, task_id: 67, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936064961488, ref_stop_time: 2124936065241568, actual_exe_time: 280080, task_app_start_time:2124935676924206, task_sched_time:2124936064952218
app_id: 0, app_name: TX_api-aarch64, task_id: 68, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936069096569, ref_stop_time: 2124936069145259, actual_exe_time: 48690, task_app_start_time:2124935676924206, task_sched_time:2124936069083399
app_id: 0, app_name: TX_api-aarch64, task_id: 69, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936076566750, ref_stop_time: 2124936076614300, actual_exe_time: 47550, task_app_start_time:2124935676924206, task_sched_time:2124936076558740
app_id: 0, app_name: TX_api-aarch64, task_id: 70, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936098543794, ref_stop_time: 2124936098578444, actual_exe_time: 34650, task_app_start_time:2124935676924206, task_sched_time:2124936098529274
app_id: 0, app_name: TX_api-aarch64, task_id: 71, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936102345184, ref_stop_time: 2124936102681154, actual_exe_time: 335970, task_app_start_time:2124935676924206, task_sched_time:2124936102244774
app_id: 0, app_name: TX_api-aarch64, task_id: 72, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936104426675, ref_stop_time: 2124936104457245, actual_exe_time: 30570, task_app_start_time:2124935676924206, task_sched_time:2124936103296425
app_id: 0, app_name: TX_api-aarch64, task_id: 73, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936108990396, ref_stop_time: 2124936109039836, actual_exe_time: 49440, task_app_start_time:2124935676924206, task_sched_time:2124936108983826
app_id: 0, app_name: TX_api-aarch64, task_id: 74, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936113025396, ref_stop_time: 2124936113070246, actual_exe_time: 44850, task_app_start_time:2124935676924206, task_sched_time:2124936112826076
app_id: 0, app_name: TX_api-aarch64, task_id: 75, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936120903037, ref_stop_time: 2124936120937387, actual_exe_time: 34350, task_app_start_time:2124935676924206, task_sched_time:2124936120889267
app_id: 0, app_name: TX_api-aarch64, task_id: 76, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936127331468, ref_stop_time: 2124936127368098, actual_exe_time: 36630, task_app_start_time:2124935676924206, task_sched_time:2124936127256048
app_id: 0, app_name: TX_api-aarch64, task_id: 77, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936136453450, ref_stop_time: 2124936136489930, actual_exe_time: 36480, task_app_start_time:2124935676924206, task_sched_time:2124936130894509
app_id: 0, app_name: TX_api-aarch64, task_id: 78, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936140236661, ref_stop_time: 2124936140284631, actual_exe_time: 47970, task_app_start_time:2124935676924206, task_sched_time:2124936140221601
app_id: 0, app_name: TX_api-aarch64, task_id: 79, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936141367421, ref_stop_time: 2124936141407171, actual_exe_time: 39750, task_app_start_time:2124935676924206, task_sched_time:2124936141362201
app_id: 0, app_name: TX_api-aarch64, task_id: 80, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936162693164, ref_stop_time: 2124936162723464, actual_exe_time: 30300, task_app_start_time:2124935676924206, task_sched_time:2124936162686684
app_id: 0, app_name: TX_api-aarch64, task_id: 81, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936163305284, ref_stop_time: 2124936163335644, actual_exe_time: 30360, task_app_start_time:2124935676924206, task_sched_time:2124936163207034
app_id: 0, app_name: TX_api-aarch64, task_id: 82, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936164442314, ref_stop_time: 2124936164470334, actual_exe_time: 28020, task_app_start_time:2124935676924206, task_sched_time:2124936164163044
app_id: 0, app_name: TX_api-aarch64, task_id: 83, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936168502815, ref_stop_time: 2124936168548475, actual_exe_time: 45660, task_app_start_time:2124935676924206, task_sched_time:2124936168488895
app_id: 0, app_name: TX_api-aarch64, task_id: 84, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936172142056, ref_stop_time: 2124936172184116, actual_exe_time: 42060, task_app_start_time:2124935676924206, task_sched_time:2124936172023646
app_id: 0, app_name: TX_api-aarch64, task_id: 85, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936173655376, ref_stop_time: 2124936173684776, actual_exe_time: 29400, task_app_start_time:2124935676924206, task_sched_time:2124936173642236
app_id: 0, app_name: TX_api-aarch64, task_id: 86, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936180705617, ref_stop_time: 2124936180741107, actual_exe_time: 35490, task_app_start_time:2124935676924206, task_sched_time:2124936180562877
app_id: 0, app_name: TX_api-aarch64, task_id: 87, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936186961518, ref_stop_time: 2124936187685718, actual_exe_time: 724200, task_app_start_time:2124935676924206, task_sched_time:2124936186954468
app_id: 0, app_name: TX_api-aarch64, task_id: 88, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936191813899, ref_stop_time: 2124936191858269, actual_exe_time: 44370, task_app_start_time:2124935676924206, task_sched_time:2124936191786629
app_id: 0, app_name: TX_api-aarch64, task_id: 89, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936192848179, ref_stop_time: 2124936192893209, actual_exe_time: 45030, task_app_start_time:2124935676924206, task_sched_time:2124936192842989
app_id: 0, app_name: TX_api-aarch64, task_id: 90, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936216594083, ref_stop_time: 2124936216626333, actual_exe_time: 32250, task_app_start_time:2124935676924206, task_sched_time:2124936216587933
app_id: 0, app_name: TX_api-aarch64, task_id: 91, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936217626893, ref_stop_time: 2124936217991843, actual_exe_time: 364950, task_app_start_time:2124935676924206, task_sched_time:2124936217530923
app_id: 0, app_name: TX_api-aarch64, task_id: 92, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936224633124, ref_stop_time: 2124936224667414, actual_exe_time: 34290, task_app_start_time:2124935676924206, task_sched_time:2124936224624274
app_id: 0, app_name: TX_api-aarch64, task_id: 93, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936228455395, ref_stop_time: 2124936228501445, actual_exe_time: 46050, task_app_start_time:2124935676924206, task_sched_time:2124936228443275
app_id: 0, app_name: TX_api-aarch64, task_id: 94, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936229274425, ref_stop_time: 2124936229314325, actual_exe_time: 39900, task_app_start_time:2124935676924206, task_sched_time:2124936229180675
app_id: 0, app_name: TX_api-aarch64, task_id: 95, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124936233277896, ref_stop_time: 2124936233307176, actual_exe_time: 29280, task_app_start_time:2124935676924206, task_sched_time:2124936233261906
app_id: 0, app_name: TX_api-aarch64, task_id: 96, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124936240567807, ref_stop_time: 2124936240603987, actual_exe_time: 36180, task_app_start_time:2124935676924206, task_sched_time:2124936240485967
app_id: 0, app_name: TX_api-aarch64, task_id: 97, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124936244419057, ref_stop_time: 2124936244647987, actual_exe_time: 228930, task_app_start_time:2124935676924206, task_sched_time:2124936244411737
app_id: 0, app_name: TX_api-aarch64, task_id: 98, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124936248505358, ref_stop_time: 2124936248547838, actual_exe_time: 42480, task_app_start_time:2124935676924206, task_sched_time:2124936248492278
app_id: 0, app_name: TX_api-aarch64, task_id: 99, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124936252586739, ref_stop_time: 2124936252633779, actual_exe_time: 47040, task_app_start_time:2124935676924206, task_sched_time:2124936252577529
app_id: 1, app_name: TX_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124965680565515, ref_stop_time: 2124965680599085, actual_exe_time: 33570, task_app_start_time:2124965672108243, task_sched_time:2124965680549465
app_id: 1, app_name: TX_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124965684566885, ref_stop_time: 2124965684594755, actual_exe_time: 27870, task_app_start_time:2124965672108243, task_sched_time:2124965684456365
app_id: 1, app_name: TX_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124965684877625, ref_stop_time: 2124965684904505, actual_exe_time: 26880, task_app_start_time:2124965672108243, task_sched_time:2124965684870455
app_id: 1, app_name: TX_api-aarch64, task_id: 3, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124965688990116, ref_stop_time: 2124965689039916, actual_exe_time: 49800, task_app_start_time:2124965672108243, task_sched_time:2124965688980516
app_id: 1, app_name: TX_api-aarch64, task_id: 4, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124965696440137, ref_stop_time: 2124965696484837, actual_exe_time: 44700, task_app_start_time:2124965672108243, task_sched_time:2124965692807047
app_id: 1, app_name: TX_api-aarch64, task_id: 5, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124965701059178, ref_stop_time: 2124965701089238, actual_exe_time: 30060, task_app_start_time:2124965672108243, task_sched_time:2124965701054288
app_id: 1, app_name: TX_api-aarch64, task_id: 6, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124965701835218, ref_stop_time: 2124965701859428, actual_exe_time: 24210, task_app_start_time:2124965672108243, task_sched_time:2124965701830748
app_id: 1, app_name: TX_api-aarch64, task_id: 7, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124965704124218, ref_stop_time: 2124965704152028, actual_exe_time: 27810, task_app_start_time:2124965672108243, task_sched_time:2124965704116028
app_id: 1, app_name: TX_api-aarch64, task_id: 8, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124965708821949, ref_stop_time: 2124965708865629, actual_exe_time: 43680, task_app_start_time:2124965672108243, task_sched_time:2124965708726759
app_id: 1, app_name: TX_api-aarch64, task_id: 9, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2124965709627389, ref_stop_time: 2124965709663419, actual_exe_time: 36030, task_app_start_time:2124965672108243, task_sched_time:2124965709624479
app_id: 1, app_name: TX_api-aarch64, task_id: 10, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2124965737485694, ref_stop_time: 2124965737520944, actual_exe_time: 35250, task_app_start_time:2124965672108243, task_sched_time:2124965737462234
app_id: 1, app_name: TX_api-aarch64, task_id: 11, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2124965740432714, ref_stop_time: 2124965740467964, actual_exe_time: 35250, task_app_start_time:2124965672108243, task_sched_time:2124965737941274
app_id: 1, app_name: TX_api-aarch64, task_id: 12, task_name: DASH_FFT, resource_name: cpu3, ref_start_time: 2124965744539505, ref_stop_time: 2124965744571185, actual_exe_time: 31680, task_app_start_time:2124965672108243, task_sched_time:2124965744533835
app_id: 1, app_name: TX_api-aarch64, task_id: 13, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2124965748975066, ref_stop_time: 2124965749017456, actual_exe_time: 42390, task_app_start_time:2124965672108243, task_sched_time:2124965748966216
